sample,transcript_id,TPM,gene,biotype
Healthy_CD8Nve_2,ENSMUST00000182052,0,Gapdh,protein_coding
Healthy_CD8Nve_2,ENSMUST00000182277,0,Gapdh,protein_coding
Healthy_CD8Nve_2,ENSMUST00000182670,0,Gapdh,protein_coding_CDS_not_defined
Healthy_CD8Nve_2,ENSMUST00000144588,3.028747,Gapdh,retained_intron
Healthy_CD8Nve_2,ENSMUST00000100497,6551.363102,Actb,protein_coding
Healthy_CD8Nve_2,ENSMUST00000196997,0,Actb,protein_coding_CDS_not_defined
Healthy_CD8Nve_2,ENSMUST00000167721,0.513736,Actb,protein_coding
Healthy_CD8Nve_2,ENSMUST00000171419,8.442671,Actb,protein_coding
Healthy_CD8Nve_2,ENSMUST00000167386,2.724274,Actb,protein_coding_CDS_not_defined
Healthy_CD8Nve_2,ENSMUST00000163829,0,Actb,protein_coding
Healthy_CD8Nve_2,ENSMUST00000106216,0,Actb,protein_coding
Healthy_CD8Nve_2,ENSMUST00000165629,18.192855,Actb,retained_intron
Healthy_CD8Nve_2,ENSMUST00000164765,6.406806,Actb,retained_intron
Healthy_CD8Nve_3,ENSMUST00000168919,53.659564,Klrk1,protein_coding
Healthy_CD8Nve_3,ENSMUST00000032252,206.237893,Klrk1,protein_coding
Healthy_CD8Nve_3,ENSMUST00000095412,0,Klrk1,protein_coding
Healthy_CD8Nve_3,ENSMUST00000152256,20.990136,Klrk1,retained_intron
Healthy_CD8Nve_3,ENSMUST00000137660,62.344531,Klrk1,retained_intron
Healthy_CD8Nve_3,ENSMUST00000204694,6.796185,Klrk1,retained_intron
Healthy_CD8Nve_3,ENSMUST00000192506,1.522652,Gapdh,retained_intron
Healthy_CD8Nve_3,ENSMUST00000147954,5.85023,Gapdh,retained_intron
Healthy_CD8Nve_3,ENSMUST00000117757,0,Gapdh,protein_coding
Healthy_CD8Nve_3,ENSMUST00000118875,1031.929323,Gapdh,protein_coding
Healthy_CD8Nve_3,ENSMUST00000073605,0,Gapdh,protein_coding
Healthy_CD8Nve_3,ENSMUST00000183272,0,Gapdh,protein_coding
Healthy_CD8Nve_3,ENSMUST00000182464,0,Gapdh,retained_intron
Healthy_CD8Nve_3,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
Healthy_CD8Nve_3,ENSMUST00000182115,0,Gapdh,protein_coding_CDS_not_defined
Healthy_CD8Nve_3,ENSMUST00000182052,1.058836,Gapdh,protein_coding
Healthy_CD8Nve_3,ENSMUST00000182277,1.340879,Gapdh,protein_coding
Healthy_CD8Nve_3,ENSMUST00000182670,0,Gapdh,protein_coding_CDS_not_defined
Healthy_CD8Nve_3,ENSMUST00000144588,3.653974,Gapdh,retained_intron
Healthy_CD8Nve_3,ENSMUST00000100497,18968.9311,Actb,protein_coding
Healthy_CD8Nve_3,ENSMUST00000196997,2775.608104,Actb,protein_coding_CDS_not_defined
Healthy_CD8Nve_3,ENSMUST00000167721,8.433503,Actb,protein_coding
Healthy_CD8Nve_3,ENSMUST00000171419,8.5169530000000009,Actb,protein_coding
Healthy_CD8Nve_3,ENSMUST00000167386,0.804505,Actb,protein_coding_CDS_not_defined
Healthy_CD8Nve_3,ENSMUST00000163829,0,Actb,protein_coding
Healthy_CD8Nve_3,ENSMUST00000106216,0,Actb,protein_coding
Healthy_CD8Nve_3,ENSMUST00000165629,9.74747,Actb,retained_intron
Healthy_CD8Nve_3,ENSMUST00000164765,4.655926,Actb,retained_intron
Healthy_CD8Nve_4,ENSMUST00000168919,46.796138,Klrk1,protein_coding
Healthy_CD8Nve_4,ENSMUST00000032252,163.448273,Klrk1,protein_coding
Healthy_CD8Nve_4,ENSMUST00000095412,0,Klrk1,protein_coding
Healthy_CD8Nve_4,ENSMUST00000152256,20.532813,Klrk1,retained_intron
Healthy_CD8Nve_4,ENSMUST00000137660,36.844039,Klrk1,retained_intron
Healthy_CD8Nve_4,ENSMUST00000204694,5.741368,Klrk1,retained_intron
Healthy_CD8Nve_4,ENSMUST00000192506,1.113891,Gapdh,retained_intron
Healthy_CD8Nve_4,ENSMUST00000147954,2.40641,Gapdh,retained_intron
Healthy_CD8Nve_4,ENSMUST00000117757,0,Gapdh,protein_coding
Healthy_CD8Nve_4,ENSMUST00000118875,1186.292595,Gapdh,protein_coding
Healthy_CD8Nve_4,ENSMUST00000073605,0,Gapdh,protein_coding
Healthy_CD8Nve_4,ENSMUST00000183272,0,Gapdh,protein_coding
Healthy_CD8Nve_4,ENSMUST00000182464,0,Gapdh,retained_intron
Healthy_CD8Nve_4,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
Healthy_CD8Nve_4,ENSMUST00000182115,0,Gapdh,protein_coding_CDS_not_defined
Healthy_CD8Nve_4,ENSMUST00000182052,4.977316,Gapdh,protein_coding
Healthy_CD8Nve_4,ENSMUST00000182277,0.946901,Gapdh,protein_coding
Healthy_CD8Nve_4,ENSMUST00000182670,0,Gapdh,protein_coding_CDS_not_defined
Healthy_CD8Nve_4,ENSMUST00000144588,2.321986,Gapdh,retained_intron
Healthy_CD8Nve_4,ENSMUST00000100497,15126.137545,Actb,protein_coding
Healthy_CD8Nve_4,ENSMUST00000196997,589.064322,Actb,protein_coding_CDS_not_defined
Healthy_CD8Nve_4,ENSMUST00000167721,7.943459,Actb,protein_coding
Healthy_CD8Nve_4,ENSMUST00000171419,39.985876,Actb,protein_coding
Healthy_CD8Nve_4,ENSMUST00000167386,2.510993,Actb,protein_coding_CDS_not_defined
Healthy_CD8Nve_4,ENSMUST00000163829,0,Actb,protein_coding
Healthy_CD8Nve_4,ENSMUST00000106216,0,Actb,protein_coding
Healthy_CD8Nve_4,ENSMUST00000165629,6.043853,Actb,retained_intron
Healthy_CD8Nve_4,ENSMUST00000164765,8.478775,Actb,retained_intron
Arm_D4.5_EarlyEff_1,ENSMUST00000168919,20.424957,Klrk1,protein_coding
Arm_D4.5_EarlyEff_1,ENSMUST00000032252,87.948979,Klrk1,protein_coding
Arm_D4.5_EarlyEff_1,ENSMUST00000095412,24.325912,Klrk1,protein_coding
Arm_D4.5_EarlyEff_1,ENSMUST00000152256,5.733029,Klrk1,retained_intron
Arm_D4.5_EarlyEff_1,ENSMUST00000137660,0,Klrk1,retained_intron
Arm_D4.5_EarlyEff_1,ENSMUST00000204694,1.741863,Klrk1,retained_intron
Arm_D4.5_EarlyEff_1,ENSMUST00000192506,10.686447,Gapdh,retained_intron
Arm_D4.5_EarlyEff_1,ENSMUST00000147954,0,Gapdh,retained_intron
Arm_D4.5_EarlyEff_1,ENSMUST00000117757,710.784278,Gapdh,protein_coding
Arm_D4.5_EarlyEff_1,ENSMUST00000118875,102.420036,Gapdh,protein_coding
Arm_D4.5_EarlyEff_1,ENSMUST00000073605,1702.396566,Gapdh,protein_coding
Arm_D4.5_EarlyEff_1,ENSMUST00000183272,375.730062,Gapdh,protein_coding
Arm_D4.5_EarlyEff_1,ENSMUST00000182464,0,Gapdh,retained_intron
Arm_D4.5_EarlyEff_1,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
Arm_D4.5_EarlyEff_1,ENSMUST00000182115,0,Gapdh,protein_coding_CDS_not_defined
Arm_D4.5_EarlyEff_1,ENSMUST00000182052,1238.289355,Gapdh,protein_coding
Arm_D4.5_EarlyEff_1,ENSMUST00000182277,1.425184,Gapdh,protein_coding
Arm_D4.5_EarlyEff_1,ENSMUST00000182670,0,Gapdh,protein_coding_CDS_not_defined
Arm_D4.5_EarlyEff_1,ENSMUST00000144588,8.272721,Gapdh,retained_intron
Arm_D4.5_EarlyEff_1,ENSMUST00000100497,1772.004735,Actb,protein_coding
Arm_D4.5_EarlyEff_1,ENSMUST00000196997,4739.050112,Actb,protein_coding_CDS_not_defined
Arm_D4.5_EarlyEff_1,ENSMUST00000167721,2647.729145,Actb,protein_coding
Arm_D4.5_EarlyEff_1,ENSMUST00000171419,1998.518523,Actb,protein_coding
Arm_D4.5_EarlyEff_1,ENSMUST00000167386,0,Actb,protein_coding_CDS_not_defined
Arm_D4.5_EarlyEff_1,ENSMUST00000163829,0,Actb,protein_coding
Arm_D4.5_EarlyEff_1,ENSMUST00000106216,897.332091,Actb,protein_coding
Arm_D4.5_EarlyEff_1,ENSMUST00000165629,6.365716,Actb,retained_intron
Arm_D4.5_EarlyEff_1,ENSMUST00000164765,10.558365,Actb,retained_intron
Arm_D4.5_EarlyEff_2,ENSMUST00000168919,21.012617,Klrk1,protein_coding
Arm_D4.5_EarlyEff_2,ENSMUST00000032252,97.832465,Klrk1,protein_coding
Arm_D4.5_EarlyEff_2,ENSMUST00000095412,11.320731,Klrk1,protein_coding
Arm_D4.5_EarlyEff_2,ENSMUST00000152256,7.636231,Klrk1,retained_intron
Arm_D4.5_EarlyEff_2,ENSMUST00000137660,0,Klrk1,retained_intron
Arm_D4.5_EarlyEff_2,ENSMUST00000204694,1.382825,Klrk1,retained_intron
Arm_D4.5_EarlyEff_2,ENSMUST00000192506,12.122795,Gapdh,retained_intron
Arm_D4.5_EarlyEff_2,ENSMUST00000147954,0,Gapdh,retained_intron
Arm_D4.5_EarlyEff_2,ENSMUST00000117757,965.807373,Gapdh,protein_coding
Arm_D4.5_EarlyEff_2,ENSMUST00000118875,119.912951,Gapdh,protein_coding
Arm_D4.5_EarlyEff_2,ENSMUST00000073605,1484.929164,Gapdh,protein_coding
Arm_D4.5_EarlyEff_2,ENSMUST00000183272,286.605358,Gapdh,protein_coding
Arm_D4.5_EarlyEff_2,ENSMUST00000182464,0,Gapdh,retained_intron
Arm_D4.5_EarlyEff_2,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
Arm_D4.5_EarlyEff_2,ENSMUST00000182115,0,Gapdh,protein_coding_CDS_not_defined
Arm_D4.5_EarlyEff_2,ENSMUST00000182052,1272.632217,Gapdh,protein_coding
Arm_D4.5_EarlyEff_2,ENSMUST00000182277,1.032955,Gapdh,protein_coding
Arm_D4.5_EarlyEff_2,ENSMUST00000182670,1.99175,Gapdh,protein_coding_CDS_not_defined
Arm_D4.5_EarlyEff_2,ENSMUST00000144588,7.462923,Gapdh,retained_intron
Arm_D4.5_EarlyEff_2,ENSMUST00000100497,1889.163624,Actb,protein_coding
Arm_D4.5_EarlyEff_2,ENSMUST00000196997,4308.995785,Actb,protein_coding_CDS_not_defined
Arm_D4.5_EarlyEff_2,ENSMUST00000167721,2730.350939,Actb,protein_coding
Arm_D4.5_EarlyEff_2,ENSMUST00000171419,2058.628473,Actb,protein_coding
Arm_D4.5_EarlyEff_2,ENSMUST00000167386,0,Actb,protein_coding_CDS_not_defined
Arm_D4.5_EarlyEff_2,ENSMUST00000163829,53.690768,Actb,protein_coding
Arm_D4.5_EarlyEff_2,ENSMUST00000106216,816.938982,Actb,protein_coding
Arm_D4.5_EarlyEff_2,ENSMUST00000165629,9.625494,Actb,retained_intron
Arm_D4.5_EarlyEff_2,ENSMUST00000164765,9.276683,Actb,retained_intron
Arm_D4.5_EarlyEff_3,ENSMUST00000168919,20.443295,Klrk1,protein_coding
Arm_D4.5_EarlyEff_3,ENSMUST00000032252,83.595676,Klrk1,protein_coding
Arm_D4.5_EarlyEff_3,ENSMUST00000095412,35.395751,Klrk1,protein_coding
Arm_D4.5_EarlyEff_3,ENSMUST00000152256,8.102869,Klrk1,retained_intron
Arm_D4.5_EarlyEff_3,ENSMUST00000137660,0,Klrk1,retained_intron
Arm_D4.5_EarlyEff_3,ENSMUST00000204694,1.832129,Klrk1,retained_intron
Arm_D4.5_EarlyEff_3,ENSMUST00000192506,11.299502,Gapdh,retained_intron
Arm_D4.5_EarlyEff_3,ENSMUST00000147954,0,Gapdh,retained_intron
Arm_D4.5_EarlyEff_3,ENSMUST00000117757,764.034512,Gapdh,protein_coding
Arm_D4.5_EarlyEff_3,ENSMUST00000118875,75.32513,Gapdh,protein_coding
Arm_D4.5_EarlyEff_3,ENSMUST00000073605,1599.666231,Gapdh,protein_coding
Arm_D4.5_EarlyEff_3,ENSMUST00000183272,241.637524,Gapdh,protein_coding
Arm_D4.5_EarlyEff_3,ENSMUST00000182464,0,Gapdh,retained_intron
Arm_D4.5_EarlyEff_3,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
Arm_D4.5_EarlyEff_3,ENSMUST00000182115,0,Gapdh,protein_coding_CDS_not_defined
Arm_D4.5_EarlyEff_3,ENSMUST00000182052,1073.585614,Gapdh,protein_coding
Arm_D4.5_EarlyEff_3,ENSMUST00000182277,1.897229,Gapdh,protein_coding
Arm_D4.5_EarlyEff_3,ENSMUST00000182670,1.102483,Gapdh,protein_coding_CDS_not_defined
Arm_D4.5_EarlyEff_3,ENSMUST00000144588,8.41136,Gapdh,retained_intron
Arm_D4.5_EarlyEff_3,ENSMUST00000100497,1906.131636,Actb,protein_coding
Arm_D4.5_EarlyEff_3,ENSMUST00000196997,4769.728073,Actb,protein_coding_CDS_not_defined
Arm_D4.5_EarlyEff_3,ENSMUST00000167721,2794.4370950000002,Actb,protein_coding
Arm_D4.5_EarlyEff_3,ENSMUST00000171419,1959.872898,Actb,protein_coding
Arm_D4.5_EarlyEff_3,ENSMUST00000167386,0.240888,Actb,protein_coding_CDS_not_defined
Arm_D4.5_EarlyEff_3,ENSMUST00000163829,60.136268,Actb,protein_coding
Arm_D4.5_EarlyEff_3,ENSMUST00000106216,859.295414,Actb,protein_coding
Arm_D4.5_EarlyEff_3,ENSMUST00000165629,8.359964,Actb,retained_intron
Arm_D4.5_EarlyEff_3,ENSMUST00000164765,12.15841,Actb,retained_intron
Arm_D7_MPEC_1,ENSMUST00000168919,63.190787,Klrk1,protein_coding
Arm_D7_MPEC_1,ENSMUST00000032252,151.188764,Klrk1,protein_coding
Arm_D7_MPEC_1,ENSMUST00000095412,0,Klrk1,protein_coding
Arm_D7_MPEC_1,ENSMUST00000152256,27.120774,Klrk1,retained_intron
Arm_D7_MPEC_1,ENSMUST00000137660,16.211486,Klrk1,retained_intron
Arm_D7_MPEC_1,ENSMUST00000204694,2.633777,Klrk1,retained_intron
Arm_D7_MPEC_1,ENSMUST00000192506,8.351507,Gapdh,retained_intron
Arm_D7_MPEC_1,ENSMUST00000147954,8.086861,Gapdh,retained_intron
Arm_D7_MPEC_1,ENSMUST00000117757,258.521282,Gapdh,protein_coding
Arm_D7_MPEC_1,ENSMUST00000118875,100.607964,Gapdh,protein_coding
Arm_D7_MPEC_1,ENSMUST00000073605,250.729295,Gapdh,protein_coding
Arm_D7_MPEC_1,ENSMUST00000183272,0,Gapdh,protein_coding
Arm_D7_MPEC_1,ENSMUST00000182464,0,Gapdh,retained_intron
Arm_D7_MPEC_1,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
Arm_D7_MPEC_1,ENSMUST00000182115,339.118382,Gapdh,protein_coding_CDS_not_defined
Arm_D7_MPEC_1,ENSMUST00000182052,240.84604,Gapdh,protein_coding
Arm_D7_MPEC_1,ENSMUST00000182277,0.735146,Gapdh,protein_coding
Arm_D7_MPEC_1,ENSMUST00000182670,0,Gapdh,protein_coding_CDS_not_defined
Arm_D7_MPEC_1,ENSMUST00000144588,4.815112,Gapdh,retained_intron
Arm_D7_MPEC_1,ENSMUST00000100497,4864.443124,Actb,protein_coding
Arm_D7_MPEC_1,ENSMUST00000196997,263.435173,Actb,protein_coding_CDS_not_defined
Arm_D7_MPEC_1,ENSMUST00000167721,7.350191,Actb,protein_coding
Arm_D7_MPEC_1,ENSMUST00000171419,440.47626,Actb,protein_coding
Arm_D7_MPEC_1,ENSMUST00000167386,3.452669,Actb,protein_coding_CDS_not_defined
Arm_D7_MPEC_1,ENSMUST00000163829,264.56239,Actb,protein_coding
Arm_D7_MPEC_1,ENSMUST00000106216,33.637509,Actb,protein_coding
Arm_D7_MPEC_1,ENSMUST00000165629,46.314187,Actb,retained_intron
Arm_D7_MPEC_1,ENSMUST00000164765,19.75762,Actb,retained_intron
Arm_D7_MPEC_2,ENSMUST00000168919,66.852382,Klrk1,protein_coding
Arm_D7_MPEC_2,ENSMUST00000032252,140.52334,Klrk1,protein_coding
Arm_D7_MPEC_2,ENSMUST00000095412,0,Klrk1,protein_coding
Arm_D7_MPEC_2,ENSMUST00000152256,25.999398,Klrk1,retained_intron
Arm_D7_MPEC_2,ENSMUST00000137660,20.151317,Klrk1,retained_intron
Arm_D7_MPEC_2,ENSMUST00000204694,2.701499,Klrk1,retained_intron
Arm_D7_MPEC_2,ENSMUST00000192506,9.206332,Gapdh,retained_intron
Arm_D7_MPEC_2,ENSMUST00000147954,11.095719,Gapdh,retained_intron
Arm_D7_MPEC_2,ENSMUST00000117757,218.293279,Gapdh,protein_coding
Arm_D7_MPEC_2,ENSMUST00000118875,134.618209,Gapdh,protein_coding
Arm_D7_MPEC_2,ENSMUST00000073605,214.70138,Gapdh,protein_coding
Arm_D7_MPEC_2,ENSMUST00000183272,18.758021,Gapdh,protein_coding
Arm_D7_MPEC_2,ENSMUST00000182464,0,Gapdh,retained_intron
Arm_D7_MPEC_2,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
Arm_D7_MPEC_2,ENSMUST00000182115,326.181668,Gapdh,protein_coding_CDS_not_defined
Arm_D7_MPEC_2,ENSMUST00000182052,195.891378,Gapdh,protein_coding
Arm_D7_MPEC_2,ENSMUST00000182277,1.989519,Gapdh,protein_coding
Arm_D7_MPEC_2,ENSMUST00000182670,8.043294,Gapdh,protein_coding_CDS_not_defined
Arm_D7_MPEC_2,ENSMUST00000144588,5.915868,Gapdh,retained_intron
Arm_D7_MPEC_2,ENSMUST00000100497,4641.714176,Actb,protein_coding
Arm_D7_MPEC_2,ENSMUST00000196997,0,Actb,protein_coding_CDS_not_defined
Arm_D7_MPEC_2,ENSMUST00000167721,0.992553,Actb,protein_coding
Arm_D7_MPEC_2,ENSMUST00000171419,405.894101,Actb,protein_coding
Arm_D7_MPEC_2,ENSMUST00000167386,0.751951,Actb,protein_coding_CDS_not_defined
Arm_D7_MPEC_2,ENSMUST00000163829,125.702091,Actb,protein_coding
Arm_D7_MPEC_2,ENSMUST00000106216,25.391978,Actb,protein_coding
Arm_D7_MPEC_2,ENSMUST00000165629,38.584351,Actb,retained_intron
Arm_D7_MPEC_2,ENSMUST00000164765,23.12821,Actb,retained_intron
Arm_D7_MPEC_3,ENSMUST00000168919,58.835234,Klrk1,protein_coding
Arm_D7_MPEC_3,ENSMUST00000032252,130.740227,Klrk1,protein_coding
Arm_D7_MPEC_3,ENSMUST00000095412,0,Klrk1,protein_coding
Arm_D7_MPEC_3,ENSMUST00000152256,23.93942,Klrk1,retained_intron
Arm_D7_MPEC_3,ENSMUST00000137660,12.135287,Klrk1,retained_intron
Arm_D7_MPEC_3,ENSMUST00000204694,2.351876,Klrk1,retained_intron
Arm_D7_MPEC_3,ENSMUST00000192506,8.368934,Gapdh,retained_intron
Arm_D7_MPEC_3,ENSMUST00000147954,8.978362,Gapdh,retained_intron
Arm_D7_MPEC_3,ENSMUST00000117757,348.998488,Gapdh,protein_coding
Arm_D7_MPEC_3,ENSMUST00000118875,115.95158,Gapdh,protein_coding
Arm_D7_MPEC_3,ENSMUST00000073605,151.008053,Gapdh,protein_coding
Arm_D7_MPEC_3,ENSMUST00000183272,8.868221,Gapdh,protein_coding
Arm_D7_MPEC_3,ENSMUST00000182464,0,Gapdh,retained_intron
Arm_D7_MPEC_3,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
Arm_D7_MPEC_3,ENSMUST00000182115,292.877539,Gapdh,protein_coding_CDS_not_defined
Arm_D7_MPEC_3,ENSMUST00000182052,236.950715,Gapdh,protein_coding
Arm_D7_MPEC_3,ENSMUST00000182277,1.154311,Gapdh,protein_coding
Arm_D7_MPEC_3,ENSMUST00000182670,3.835365,Gapdh,protein_coding_CDS_not_defined
Arm_D7_MPEC_3,ENSMUST00000144588,4.994219,Gapdh,retained_intron
Arm_D7_MPEC_3,ENSMUST00000100497,4410.33009,Actb,protein_coding
Arm_D7_MPEC_3,ENSMUST00000196997,601.134604,Actb,protein_coding_CDS_not_defined
Arm_D7_MPEC_3,ENSMUST00000167721,4.112493,Actb,protein_coding
Arm_D7_MPEC_3,ENSMUST00000171419,498.953568,Actb,protein_coding
Arm_D7_MPEC_3,ENSMUST00000167386,3.920673,Actb,protein_coding_CDS_not_defined
Arm_D7_MPEC_3,ENSMUST00000163829,148.671035,Actb,protein_coding
Arm_D7_MPEC_3,ENSMUST00000106216,37.587768,Actb,protein_coding
Arm_D7_MPEC_3,ENSMUST00000165629,39.27655,Actb,retained_intron
Arm_D7_MPEC_3,ENSMUST00000164765,23.31602,Actb,retained_intron
Arm_D7_SLEC_1,ENSMUST00000168919,68.013488,Klrk1,protein_coding
Arm_D7_SLEC_1,ENSMUST00000032252,161.412251,Klrk1,protein_coding
Arm_D7_SLEC_1,ENSMUST00000095412,0,Klrk1,protein_coding
Arm_D7_SLEC_1,ENSMUST00000152256,27.937546,Klrk1,retained_intron
Arm_D7_SLEC_1,ENSMUST00000137660,24.631512,Klrk1,retained_intron
Arm_D7_SLEC_1,ENSMUST00000204694,3.34142,Klrk1,retained_intron
Arm_D7_SLEC_1,ENSMUST00000192506,7.262172,Gapdh,retained_intron
Arm_D7_SLEC_1,ENSMUST00000147954,10.517039,Gapdh,retained_intron
Arm_D7_SLEC_1,ENSMUST00000117757,297.644593,Gapdh,protein_coding
Arm_D7_SLEC_1,ENSMUST00000118875,61.420073,Gapdh,protein_coding
Arm_D7_SLEC_1,ENSMUST00000073605,206.702275,Gapdh,protein_coding
Arm_D7_SLEC_1,ENSMUST00000183272,0,Gapdh,protein_coding
Arm_D7_SLEC_1,ENSMUST00000182464,0,Gapdh,retained_intron
Arm_D7_SLEC_1,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
Arm_D7_SLEC_1,ENSMUST00000182115,371.407421,Gapdh,protein_coding_CDS_not_defined
Arm_D7_SLEC_1,ENSMUST00000182052,231.273079,Gapdh,protein_coding
Arm_D7_SLEC_1,ENSMUST00000182277,0.669094,Gapdh,protein_coding
Arm_D7_SLEC_1,ENSMUST00000182670,0,Gapdh,protein_coding_CDS_not_defined
Arm_D7_SLEC_1,ENSMUST00000144588,4.201538,Gapdh,retained_intron
Arm_D7_SLEC_1,ENSMUST00000100497,5436.71582,Actb,protein_coding
Arm_D7_SLEC_1,ENSMUST00000196997,485.782766,Actb,protein_coding_CDS_not_defined
Arm_D7_SLEC_1,ENSMUST00000167721,0,Actb,protein_coding
Arm_D7_SLEC_1,ENSMUST00000171419,533.330314,Actb,protein_coding
Arm_D7_SLEC_1,ENSMUST00000167386,0,Actb,protein_coding_CDS_not_defined
Arm_D7_SLEC_1,ENSMUST00000163829,275.018932,Actb,protein_coding
Arm_D7_SLEC_1,ENSMUST00000106216,21.805588,Actb,protein_coding
Arm_D7_SLEC_1,ENSMUST00000165629,42.432037,Actb,retained_intron
Arm_D7_SLEC_1,ENSMUST00000164765,20.977602,Actb,retained_intron
Arm_D7_SLEC_2,ENSMUST00000168919,73.478085,Klrk1,protein_coding
Arm_D7_SLEC_2,ENSMUST00000032252,171.854005,Klrk1,protein_coding
Arm_D7_SLEC_2,ENSMUST00000095412,0,Klrk1,protein_coding
Arm_D7_SLEC_2,ENSMUST00000152256,27.305835,Klrk1,retained_intron
Arm_D7_SLEC_2,ENSMUST00000137660,16.670675,Klrk1,retained_intron
Arm_D7_SLEC_2,ENSMUST00000204694,2.958751,Klrk1,retained_intron
Arm_D7_SLEC_2,ENSMUST00000192506,8.449888,Gapdh,retained_intron
Arm_D7_SLEC_2,ENSMUST00000147954,10.951286,Gapdh,retained_intron
Arm_D7_SLEC_2,ENSMUST00000117757,287.098903,Gapdh,protein_coding
Arm_D7_SLEC_2,ENSMUST00000118875,54.603074,Gapdh,protein_coding
Arm_D7_SLEC_2,ENSMUST00000073605,211.357296,Gapdh,protein_coding
Arm_D7_SLEC_2,ENSMUST00000183272,3.425453,Gapdh,protein_coding
Arm_D7_SLEC_2,ENSMUST00000182464,0,Gapdh,retained_intron
Arm_D7_SLEC_2,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
Arm_D7_SLEC_2,ENSMUST00000182115,364.573452,Gapdh,protein_coding_CDS_not_defined
Arm_D7_SLEC_2,ENSMUST00000182052,366.309013,Gapdh,protein_coding
Arm_D7_SLEC_2,ENSMUST00000182277,1.3118,Gapdh,protein_coding
Arm_D7_SLEC_2,ENSMUST00000182670,5.86053,Gapdh,protein_coding_CDS_not_defined
Arm_D7_SLEC_2,ENSMUST00000144588,3.1224,Gapdh,retained_intron
Arm_D7_SLEC_2,ENSMUST00000100497,5499.89438,Actb,protein_coding
Arm_D7_SLEC_2,ENSMUST00000196997,993.842816,Actb,protein_coding_CDS_not_defined
Arm_D7_SLEC_2,ENSMUST00000167721,0,Actb,protein_coding
Arm_D7_SLEC_2,ENSMUST00000171419,445.761285,Actb,protein_coding
Arm_D7_SLEC_2,ENSMUST00000167386,2.541429,Actb,protein_coding_CDS_not_defined
Arm_D7_SLEC_2,ENSMUST00000163829,242.222119,Actb,protein_coding
Arm_D7_SLEC_2,ENSMUST00000106216,21.153299,Actb,protein_coding
Arm_D7_SLEC_2,ENSMUST00000165629,37.700866,Actb,retained_intron
Arm_D7_SLEC_2,ENSMUST00000164765,29.227762,Actb,retained_intron
Arm_D7_SLEC_3,ENSMUST00000168919,63.343504,Klrk1,protein_coding
Arm_D7_SLEC_3,ENSMUST00000032252,147.557754,Klrk1,protein_coding
Arm_D7_SLEC_3,ENSMUST00000095412,0,Klrk1,protein_coding
Arm_D7_SLEC_3,ENSMUST00000152256,25.090347,Klrk1,retained_intron
Arm_D7_SLEC_3,ENSMUST00000137660,17.104945,Klrk1,retained_intron
Arm_D7_SLEC_3,ENSMUST00000204694,2.086174,Klrk1,retained_intron
Arm_D7_SLEC_3,ENSMUST00000192506,8.23013,Gapdh,retained_intron
Arm_D7_SLEC_3,ENSMUST00000147954,14.285896,Gapdh,retained_intron
Arm_D7_SLEC_3,ENSMUST00000117757,267.265412,Gapdh,protein_coding
Arm_D7_SLEC_3,ENSMUST00000118875,111.056626,Gapdh,protein_coding
Arm_D7_SLEC_3,ENSMUST00000073605,216.125837,Gapdh,protein_coding
Arm_D7_SLEC_3,ENSMUST00000183272,0,Gapdh,protein_coding
Arm_D7_SLEC_3,ENSMUST00000182464,0,Gapdh,retained_intron
Arm_D7_SLEC_3,ENSMUST00000144205,0,Gapdh,protein_coding_CDS_not_defined
Arm_D7_SLEC_3,ENSMUST00000182115,333.059702,Gapdh,protein_coding_CDS_not_defined
Arm_D7_SLEC_3,ENSMUST00000182052,334.017286,Gapdh,protein_coding
Arm_D7_SLEC_3,ENSMUST00000182277,2.274572,Gapdh,protein_coding
Arm_D7_SLEC_3,ENSMUST00000182670,0,Gapdh,protein_coding_CDS_not_defined
Arm_D7_SLEC_3,ENSMUST00000144588,3.417837,Gapdh,retained_intron
Arm_D7_SLEC_3,ENSMUST00000100497,5407.525364,Actb,protein_coding
Arm_D7_SLEC_3,ENSMUST00000196997,1014.966015,Actb,protein_coding_CDS_not_defined
Arm_D7_SLEC_3,ENSMUST00000167721,0.766493,Actb,protein_coding
Arm_D7_SLEC_3,ENSMUST00000171419,429.227366,Actb,protein_coding
Arm_D7_SLEC_3,ENSMUST00000167386,3.2839140000000002,Actb,protein_coding_CDS_not_defined
Arm_D7_SLEC_3,ENSMUST00000163829,325.201396,Actb,protein_coding
Arm_D7_SLEC_3,ENSMUST00000106216,24.928621,Actb,protein_coding
Arm_D7_SLEC_3,ENSMUST00000165629,37.323529,Actb,retained_intron
Arm_D7_SLEC_3,ENSMUST00000164765,22.449312,Actb,retained_intron
